user_id,contract_address,score
sms|63d1af8a79c763978976b4c0,0x00000000000000000000000000000000000596,0.003895
sms|63d1b00679c76397897a226b,0x00000000000000000000000000000000000596,0.001648
sms|63d1b04079c76397897bb4a4,0x00000000000000000000000000000000000596,0.003012
sms|63d1b64d79c7639789a7695a,0x00000000000000000000000000000000000596,0.011711
sms|63d1b8f679c7639789ba1106,0x00000000000000000000000000000000000596,0.001975
sms|63d1c20879c7639789f8b895,0x00000000000000000000000000000000000596,0.003328
sms|63d1c45c79c763978908e6b9,0x00000000000000000000000000000000000596,0.004325
sms|63d1cf4879c763978952f5bf,0x00000000000000000000000000000000000596,0.005799
sms|63d1e68179c7639789ee0fe3,0x00000000000000000000000000000000000596,0.010771
sms|63d1ff5979c76397898c84ff,0x00000000000000000000000000000000000596,0.004371
sms|63d2862279c7639789a43ce7,0x00000000000000000000000000000000000596,0.002184
sms|63d28a1a79c7639789c25dc8,0x00000000000000000000000000000000000596,0.003025
sms|63d2aac079c7639789d2bd87,0x00000000000000000000000000000000000596,0.02176
sms|63d2abd379c7639789db68a3,0x00000000000000000000000000000000000596,0.001679
sms|63d2b5da79c76397892bd338,0x00000000000000000000000000000000000596,0.006399
sms|63d2d8e479c763978946beb5,0x00000000000000000000000000000000000596,0.001812
sms|63d2e12979c763978989fb12,0x00000000000000000000000000000000000596,0.003737
sms|63d2e23b79c76397899301d1,0x00000000000000000000000000000000000596,0.003897
sms|63d2efb779c7639789ffe47f,0x00000000000000000000000000000000000596,0.004735
sms|63d2feaa79c76397897f5094,0x00000000000000000000000000000000000596,0.020618
sms|63d2ff1f79c7639789831d9c,0x00000000000000000000000000000000000596,0.002127
sms|63d309db79c7639789da2f34,0x00000000000000000000000000000000000596,0.004655
sms|63d3121b79c76397891f099f,0x00000000000000000000000000000000000596,0.001464
sms|63d3123b79c7639789208743,0x00000000000000000000000000000000000596,0.004269
sms|63d324da79c7639789bcc08d,0x00000000000000000000000000000000000596,0.008744
sms|63d3470e79c7639789baf6e6,0x00000000000000000000000000000000000596,0.002132
sms|63d4034d79c7639789362c97,0x00000000000000000000000000000000000596,0.004194
sms|63d42a8d79c76397897a13fe,0x00000000000000000000000000000000000596,0.00822
sms|63d42f5579c7639789a7c878,0x00000000000000000000000000000000000596,0.002045
sms|63d4317e79c7639789becca1,0x00000000000000000000000000000000000596,0.003745
sms|63d4340a79c7639789d8da3d,0x00000000000000000000000000000000000596,0.001702
sms|63d435f079c7639789eb7ad1,0x00000000000000000000000000000000000596,0.002555
sms|63d43b1a79c76397891e08db,0x00000000000000000000000000000000000596,0.003275
sms|63d43cf079c76397892fd2ec,0x00000000000000000000000000000000000596,0.004918
sms|63d43eb779c7639789403326,0x00000000000000000000000000000000000596,0.01206
sms|63d4436a79c76397896c3737,0x00000000000000000000000000000000000596,0.001426
sms|63d4471c79c76397898d8479,0x00000000000000000000000000000000000596,0.002007
sms|63d44a1079c7639789a809b7,0x00000000000000000000000000000000000596,0.002854
sms|63d44a6579c7639789aae15d,0x00000000000000000000000000000000000596,0.002801
sms|63d4529379c7639789f275a3,0x00000000000000000000000000000000000596,0.003311
sms|63d4544b79c76397890164ee,0x00000000000000000000000000000000000596,0.002685
sms|63d4560e79c763978910b497,0x00000000000000000000000000000000000596,0.006188
sms|63d4561d79c76397891138e3,0x00000000000000000000000000000000000596,0.001506
sms|63d458c379c763978927cf89,0x00000000000000000000000000000000000596,0.005622
sms|63d45c8779c763978946386c,0x00000000000000000000000000000000000596,0.002686
sms|63d4642379c763978989f4aa,0x00000000000000000000000000000000000596,0.005002
sms|63d4767679c76397891bda53,0x00000000000000000000000000000000000596,0.001955
sms|63d5380879c76397893273a5,0x00000000000000000000000000000000000596,0.00697
sms|63d545a479c7639789913271,0x00000000000000000000000000000000000596,0.001933
sms|63d54c1779c7639789bf2df3,0x00000000000000000000000000000000000596,0.002901
sms|63d5792779c76397890de859,0x00000000000000000000000000000000000596,0.072362
sms|63d57ec179c763978935a864,0x00000000000000000000000000000000000596,0.014943
sms|63d58c3c79c76397899962bb,0x00000000000000000000000000000000000596,0.068717
sms|63d5920e79c7639789c8c295,0x00000000000000000000000000000000000596,0.001692
sms|63d59ae979c7639789104a57,0x00000000000000000000000000000000000596,0.002753
sms|63d5a6e379c76397896a2105,0x00000000000000000000000000000000000596,0.002621
sms|63d5ac7579c763978993898e,0x00000000000000000000000000000000000596,0.004205
sms|63d5b46279c7639789cd0f78,0x00000000000000000000000000000000000596,0.001879
sms|63d5b78579c7639789e23f3d,0x00000000000000000000000000000000000596,0.00782
sms|63d5bbe479c7639789ff2b75,0x00000000000000000000000000000000000596,0.002195
sms|63d5c9c479c76397896872e5,0x00000000000000000000000000000000000596,0.001862
sms|63d5d0ec79c76397899b2eb3,0x00000000000000000000000000000000000596,0.005131
sms|63d5deba79c7639789f0fbf2,0x00000000000000000000000000000000000596,0.00497
sms|63d678ab79c7639789a88dc5,0x00000000000000000000000000000000000596,0.002967
sms|63d6df5c79c763978977d56b,0x00000000000000000000000000000000000596,0.002789
sms|63d6e0dd79c763978983a768,0x00000000000000000000000000000000000596,0.014374
sms|63d6e27c79c76397898fbcc6,0x00000000000000000000000000000000000596,0.002068
sms|63d6e4bb79c7639789a10428,0x00000000000000000000000000000000000596,0.005656
sms|63d6e5e179c7639789a9d935,0x00000000000000000000000000000000000596,0.009666
sms|63d6e68579c7639789ae9d7c,0x00000000000000000000000000000000000596,0.006117
sms|63d6e69179c7639789aefeec,0x00000000000000000000000000000000000596,0.003469
sms|63d6e72979c7639789b3699b,0x00000000000000000000000000000000000596,0.00189
sms|63d6e82d79c7639789bb2888,0x00000000000000000000000000000000000596,0.004109
sms|63d6fd9779c76397895e469a,0x00000000000000000000000000000000000596,0.008123
sms|63d6ff0579c763978968c894,0x00000000000000000000000000000000000596,0.003827
sms|63d6ffde79c76397896f7d79,0x00000000000000000000000000000000000596,0.003722
sms|63d700a879c763978975a53f,0x00000000000000000000000000000000000596,0.002575
sms|63d703ea79c76397898e3cdf,0x00000000000000000000000000000000000596,0.002378
sms|63d70f4279c7639789e4914c,0x00000000000000000000000000000000000596,0.033101
sms|63d739d079c763978920f2b9,0x00000000000000000000000000000000000596,0.003791
sms|63d7427979c763978960038b,0x00000000000000000000000000000000000596,0.001735
sms|63d7437c79c763978967943c,0x00000000000000000000000000000000000596,0.001909
sms|63d7c50d79c7639789dee3fa,0x00000000000000000000000000000000000596,0.00301
sms|63d7c54d79c7639789e0ceb6,0x00000000000000000000000000000000000596,0.001869
sms|63d7fdc979c7639789d1b691,0x00000000000000000000000000000000000596,0.006195
sms|63d802fc79c76397890066f8,0x00000000000000000000000000000000000596,0.004215
sms|63d81f6679c7639789024639,0x00000000000000000000000000000000000596,0.00146
sms|63d829be79c763978961ac15,0x00000000000000000000000000000000000596,0.00201
sms|63d8321579c7639789aedc6d,0x00000000000000000000000000000000000596,0.001841
sms|63d845f279c7639789689da0,0x00000000000000000000000000000000000596,0.002954
sms|63d86f0479c7639789bc1e1d,0x00000000000000000000000000000000000596,0.002992
sms|63d94faa79c7639789856130,0x00000000000000000000000000000000000596,0.002142
sms|63d95e0379c7639789085de1,0x00000000000000000000000000000000000596,0.003783
sms|63d962a479c76397893256d8,0x00000000000000000000000000000000000596,0.002492
sms|63d9757779c7639789e019d5,0x00000000000000000000000000000000000596,0.004507
sms|63d9782679c7639789f8c50f,0x00000000000000000000000000000000000596,0.003547
sms|63d98c2f79c7639789b2da85,0x00000000000000000000000000000000000596,0.008914
sms|63d98c4e79c7639789b3f28a,0x00000000000000000000000000000000000596,0.004284
sms|63d9904d79c7639789d92068,0x00000000000000000000000000000000000596,0.002597
sms|63d992c779c7639789ef615a,0x00000000000000000000000000000000000596,0.002916
sms|63d9947479c7639789fe37db,0x00000000000000000000000000000000000596,0.022777
sms|63d995f179c76397890bcf4f,0x00000000000000000000000000000000000596,0.00881
sms|63d9996379c76397892b4e6f,0x00000000000000000000000000000000000596,0.005791
sms|63d9a13679c763978970fea5,0x00000000000000000000000000000000000596,0.011241
sms|63d9b1e479c7639789ec4abb,0x00000000000000000000000000000000000596,0.002542
sms|63d9bfc079c763978960fa6d,0x00000000000000000000000000000000000596,0.002301
sms|63d9c16c79c76397896e9189,0x00000000000000000000000000000000000596,0.002535
sms|63d9c46379c763978986a671,0x00000000000000000000000000000000000596,0.036871
sms|63d9cbef79c7639789c43ec3,0x00000000000000000000000000000000000596,0.001924
sms|63d9ce4779c7639789d7a852,0x00000000000000000000000000000000000596,0.039776
sms|63d9d00579c7639789e5b5c8,0x00000000000000000000000000000000000596,0.006212
sms|63d9f26379c7639789f19f59,0x00000000000000000000000000000000000596,0.006657
sms|63d9fccb79c76397893d43eb,0x00000000000000000000000000000000000596,0.005736
sms|63da125a79c7639789ce512d,0x00000000000000000000000000000000000596,0.345902
sms|63da812379c7639789f6ca93,0x00000000000000000000000000000000000596,0.001421
sms|63da954f79c7639789ba361c,0x00000000000000000000000000000000000596,0.001993
sms|63da96e579c7639789c9d18a,0x00000000000000000000000000000000000596,0.004444
sms|63da9de079c76397890ef6d9,0x00000000000000000000000000000000000596,0.002874
sms|63daafc479c7639789baa442,0x00000000000000000000000000000000000596,0.007367
sms|63dabc1579c76397892cf4b7,0x00000000000000000000000000000000000596,0.001773
sms|63dac88e79c7639789a532e6,0x00000000000000000000000000000000000596,0.003685
sms|63dacc8e79c7639789ce3fed,0x00000000000000000000000000000000000596,0.054829
sms|63dacf8279c7639789eb2942,0x00000000000000000000000000000000000596,0.003119
sms|63dad15979c7639789fd4ef8,0x00000000000000000000000000000000000596,0.001407
sms|63dad84079c76397894516ee,0x00000000000000000000000000000000000596,0.003377
sms|63dad8f279c76397894e01ae,0x00000000000000000000000000000000000596,0.003938
sms|63dae05979c7639789a12c57,0x00000000000000000000000000000000000596,0.005587
sms|63daea9679c763978900ed64,0x00000000000000000000000000000000000596,0.024126
sms|63daeaf679c7639789043a68,0x00000000000000000000000000000000000596,0.002684
sms|63daf76179c76397897006ee,0x00000000000000000000000000000000000596,0.001834
sms|63daf7fb79c763978974f698,0x00000000000000000000000000000000000596,0.002421
sms|63dafd7979c7639789a2d53c,0x00000000000000000000000000000000000596,0.016736
sms|63db0ca479c76397891da9f6,0x00000000000000000000000000000000000596,0.00429
sms|63db15c479c76397896afdf4,0x00000000000000000000000000000000000596,0.007368
sms|63db249579c7639789e0c1ea,0x00000000000000000000000000000000000596,0.002943
sms|63db4c4b79c7639789fbd960,0x00000000000000000000000000000000000596,0.002846
sms|63db542a79c7639789316edb,0x00000000000000000000000000000000000596,0.003474
sms|63dbcf1479c76397897424b3,0x00000000000000000000000000000000000596,0.005169
sms|63dbf45879c7639789c030db,0x00000000000000000000000000000000000596,0.002056
sms|63dc05d779c7639789587dbe,0x00000000000000000000000000000000000596,0.004218
sms|63dc144f79c7639789d3dc55,0x00000000000000000000000000000000000596,0.002934
sms|63dc14c379c7639789d71870,0x00000000000000000000000000000000000596,0.001586
sms|63dc14f379c7639789d930f3,0x00000000000000000000000000000000000596,0.005771
sms|63dc14f679c7639789d959a1,0x00000000000000000000000000000000000596,0.003388
sms|63dc15da79c7639789e23cb8,0x00000000000000000000000000000000000596,0.002679
sms|63dc173679c7639789ee5b58,0x00000000000000000000000000000000000596,0.006907
sms|63dc183f79c7639789f78a57,0x00000000000000000000000000000000000596,0.003702
sms|63dc187a79c7639789f99669,0x00000000000000000000000000000000000596,0.002649
sms|63dc18c979c7639789fc473f,0x00000000000000000000000000000000000596,0.002591
sms|63dc21d979c76397894e2eb6,0x00000000000000000000000000000000000596,0.006241
sms|63dc248479c763978965eb05,0x00000000000000000000000000000000000596,0.006227
sms|63dc263b79c76397897445de,0x00000000000000000000000000000000000596,0.002188
sms|63dc2d3379c7639789b02066,0x00000000000000000000000000000000000596,0.001515
sms|63dc366579c7639789fde78e,0x00000000000000000000000000000000000596,0.003544
sms|63dc3b3179c7639789265872,0x00000000000000000000000000000000000596,0.004901
sms|63dc58e479c76397890c38b6,0x00000000000000000000000000000000000596,0.008472
sms|63dc5b1279c76397891c4c3f,0x00000000000000000000000000000000000596,0.02255
sms|63dc6b3079c76397898ffdfa,0x00000000000000000000000000000000000596,0.005754
sms|63dc776f79c7639789e7d7d1,0x00000000000000000000000000000000000596,0.010912
sms|63dc7b5779c763978902fc1a,0x00000000000000000000000000000000000596,0.001508
sms|63dc7d1979c76397890f24d7,0x00000000000000000000000000000000000596,0.008155
sms|63dd24ea79c76397898258db,0x00000000000000000000000000000000000596,0.006804
sms|63dd273c79c763978996f069,0x00000000000000000000000000000000000596,0.001674
sms|63dd2adb79c7639789b51c58,0x00000000000000000000000000000000000596,0.001723
sms|63dd2b1579c7639789b71184,0x00000000000000000000000000000000000596,0.008672
sms|63dd2c5779c7639789c1eba3,0x00000000000000000000000000000000000596,0.00394
sms|63dd2d5b79c7639789cb5722,0x00000000000000000000000000000000000596,0.001489
sms|63dd2f2c79c7639789dab33f,0x00000000000000000000000000000000000596,0.001925
sms|63dd307079c7639789e58121,0x00000000000000000000000000000000000596,0.006521
sms|63dd356b79c763978910cd30,0x00000000000000000000000000000000000596,0.004149
sms|63dd39c279c76397893586a7,0x00000000000000000000000000000000000596,0.001591
sms|63dd39d879c7639789364c78,0x00000000000000000000000000000000000596,0.014181
sms|63dd3a2079c763978938be7e,0x00000000000000000000000000000000000596,0.001561
sms|63dd3f1679c7639789651823,0x00000000000000000000000000000000000596,0.004519
sms|63dd425379c76397898089df,0x00000000000000000000000000000000000596,0.001868
sms|63dd42d879c7639789851097,0x00000000000000000000000000000000000596,0.003882
sms|63dd438b79c76397898b2e88,0x00000000000000000000000000000000000596,0.007642
sms|63dd440079c76397898eec17,0x00000000000000000000000000000000000596,0.002956
sms|63dd485479c7639789b2f8aa,0x00000000000000000000000000000000000596,0.002052
sms|63dd4d6479c7639789de8403,0x00000000000000000000000000000000000596,0.003501
sms|63dd4d7379c7639789defb5f,0x00000000000000000000000000000000000596,0.010178
sms|63dd51de79c7639789054121,0x00000000000000000000000000000000000596,0.00241
sms|63dd526479c763978909ef1b,0x00000000000000000000000000000000000596,0.001467
sms|63dd556d79c76397892403f3,0x00000000000000000000000000000000000596,0.002939
sms|63dd57ca79c76397893748ed,0x00000000000000000000000000000000000596,0.00192
sms|63dd597d79c763978944f158,0x00000000000000000000000000000000000596,0.004514
sms|63dd620479c76397898a6240,0x00000000000000000000000000000000000596,0.010541
sms|63dd65c779c7639789a8960f,0x00000000000000000000000000000000000596,0.006689
sms|63dd6c6e79c7639789de2ce7,0x00000000000000000000000000000000000596,0.004454
sms|63dd72d079c7639789141ab1,0x00000000000000000000000000000000000596,0.005301
sms|63dd73a779c76397891ae1db,0x00000000000000000000000000000000000596,0.00366
sms|63dd750679c7639789265817,0x00000000000000000000000000000000000596,0.014749
sms|63dd7af079c76397895ad3b8,0x00000000000000000000000000000000000596,0.001434
sms|63dd7deb79c763978972cf4b,0x00000000000000000000000000000000000596,0.001674
sms|63dd7ec779c76397897986f5,0x00000000000000000000000000000000000596,0.002692
sms|63dda0c779c7639789807556,0x00000000000000000000000000000000000596,0.004512
sms|63dda97f79c7639789ba74d8,0x00000000000000000000000000000000000596,0.005271
